kind	class	method	param	index	path	tool
PARAMETER	jneat.NNode	NNode(jneat.NNode,jneat.Trait)	t	1	url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/jneat/NNode.java	!nullgtn
PARAMETER	Game.Act	estimateProfit(Sentiens.Clan)	pOV	0	url53f943c5cb_Praznat_AGP_tgz-pJ8-AMath_TestingJ8/src/Game/Act.java	!annotator
METHOD	org.maltparser.core.syntaxgraph.reader.TigerXMLReader	getCharsetName()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/reader/TigerXMLReader.java	!nullgtn
METHOD	org.jczh.appliedxml.Element	getAttribute(java.lang.String)	nan	nan	url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/src/org/jczh/appliedxml/Element.java	!nullgtn
FIELD	com.sinopec.cache.HistroyMsgCache$StoreHisMsgDataSchedule	nan	pstmtOne	nan	urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8/src/com/sinopec/cache/HistroyMsgCache.java	!annotator
FIELD	org.joda.time.convert.TestStringConverter	nan	ISO	nan	url933dd5727b_AppleLiang_Testing_Project_tgz-pJ8-org_joda_time_chrono_gj_MainTestJ8/src/org/joda/time/convert/TestStringConverter.java	!nullgtn
FIELD	org.agetac.common.model.impl.Groupe	nan	chef	nan	url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/src/org/agetac/common/model/impl/Groupe.java	!nullgtn
METHOD	ar.com.epidataconsulting.principles.freesideeffect.after.UserGateway	findByName(java.lang.String)	nan	nan	url9e019a0ee9_elfrasco_design_principles_tgz-pJ8-ar_com_epidataconsulting_principles_ioc_before_SavePredictiveEngineProjectServiceJ8/src/ar/com/epidataconsulting/principles/freesideeffect/after/UserGateway.java	!nullgtn
METHOD	com.mxgraph.layout.mxCompactTreeLayout	verticalLayout(com.mxgraph.layout.mxCompactTreeLayout.TreeNode,java.lang.Object,double,double,com.mxgraph.util.mxRectangle)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/layout/mxCompactTreeLayout.java	!nullgtn
PARAMETER	com.usps.evs.vo.ManifestDetail	setMailerProcessCat(java.lang.String)	string	0	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetail.java	!nullgtn
METHOD	com.github.quickhull3d.QuickHull3D	removeAllPointsFromFace(com.github.quickhull3d.Face)	nan	nan	url72c32f3c54_Quickhull3d_quickhull3d_tgz-pJ8-com_github_quickhull3d_SimpleExampleJ8/src/com/github/quickhull3d/QuickHull3D.java	!nullgtn
FIELD	ch.thn.util.ReflectionUtil$MethodProperties	nan	invalidTypes	nan	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/ReflectionUtil.java	!annotator
PARAMETER	com.usps.evs.vo.ManifestDetail	setOriginCountryCode(java.lang.String)	originCountryCode	0	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetail.java	!nullgtn
FIELD	org.argparser.ArgParser$RangeAtom	nan	low	nan	url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java	!annotator
PARAMETER	net.oauth.OAuthMessage	OAuthMessage(java.lang.String,java.lang.String,java.util.Collection,java.io.InputStream)	method	0	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/OAuthMessage.java	!nullgtn
PARAMETER	de.odysseus.el.tree.impl.ast.AstBinary$13	apply(de.odysseus.el.misc.TypeConverter,java.lang.Object,java.lang.Object)	o1	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstBinary.java	!nullgtn
PARAMETER	org.agilewiki.jactor2.core.readme.blades.AA$1$1	processAsyncResponse(java.lang.Void)	_response	0	url7d636e8121_laforge49_JActor2_tgz-pJ8-org_agilewiki_jactor2_core_revisited_EHJ8/src/org/agilewiki/jactor2/core/readme/blades/Compound.java	!wpi
PARAMETER	org.jgraph.graph.DefaultGraphModel	order(org.jgraph.graph.GraphModel,java.lang.Object[])	cells	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultGraphModel.java	!nullgtn
METHOD	com.usps.evs.vo.ReRateIngredientVO	getProcessingCategory()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ReRateIngredientVO.java	!nullgtn
METHOD	com.iconmaster.hppplus.parse.element.operator.ElementCall	getRange()	nan	nan	urle27f76cced_iconmaster5326_HPPPlus_tgz-pJ8-com_iconmaster_hppplus_HPPPlusJ8/src/com/iconmaster/hppplus/parse/element/operator/ElementCall.java	!nullgtn
METHOD	com.jgraph.components.labels.RichTextValue	toString()	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/components/labels/RichTextValue.java	!nullgtn
METHOD	org.joda.time.convert.TestReadableInstantConverter$2	getChronology()	nan	nan	url933dd5727b_AppleLiang_Testing_Project_tgz-pJ8-org_joda_time_chrono_gj_MainTestJ8/src/org/joda/time/convert/TestReadableInstantConverter.java	!nullgtn
METHOD	rooms.RoomImpl	getEast()	nan	nan	url6da19b5a7a_krakrak_Adventure_Game_tgz-pJ8-adventure_MainJ8/src/rooms/RoomImpl.java	!nullgtn
PARAMETER	org.jgraph.graph.DefaultGraphCell	DefaultGraphCell(java.lang.Object,org.jgraph.graph.AttributeMap,javax.swing.tree.MutableTreeNode[])	userObject	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultGraphCell.java	!nullgtn
PARAMETER	com.fidelis.argface.ArgSample	outArray(java.lang.String,java.lang.String[])	array	1	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/ArgSample.java	!nullgtn
FIELD	m68k.cpu.CpuCore$AddressRegisterPostIncOperand	nan	size	nan	url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8/src/m68k/cpu/CpuCore.java	!nullgtn
PARAMETER	net.oauth.client.OAuthClient	invoke(net.oauth.OAuthAccessor,java.lang.String,java.lang.String,java.util.Collection)	httpMethod	1	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/client/OAuthClient.java	!nullgtn
METHOD	book.ProductBook	getProduct()	nan	nan	urlfd018a75f7_highlanderkev_StockExVirtuoso_tgz-pJ8-driver_Phase4J8/src/book/ProductBook.java	!nullgtn
METHOD	com.usps.evs.vo.ConfirmationDetailVO	getReasonText()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ConfirmationDetailVO.java	!nullgtn
METHOD	com.usps.evs.vo.PaymentExtractHeaderVO	getEntryFacilityZipPlus4()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/PaymentExtractHeaderVO.java	!nullgtn
PARAMETER	org.maltparser.core.syntaxgraph.reader.SyntaxGraphReader	setDataFormatInstance(org.maltparser.core.io.dataformat.DataFormatInstance)	dataFormatInstance	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/reader/SyntaxGraphReader.java	!annotator
PARAMETER	org.ejml.alg.block.decomposition.qr.QRDecompositionHouseholder_B64	getR(org.ejml.data.BlockMatrix64F,boolean)	R	0	url882f91ec97_WenboCao_Microsoft_Drone_tgz-pJ8-org_ejml_alg_dense_decomposition_qr_StabilityQRDecompositionJ8/src/org/ejml/alg/block/decomposition/qr/QRDecompositionHouseholder_B64.java	!nullgtn
METHOD	org.maltparser.core.feature.spec.SpecificationModel	getSpecSubModel(java.lang.String)	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/feature/spec/SpecificationModel.java	!nullgtn
FIELD	main.implementations.OrderbookImpl	nan	tradeList	nan	url708d477f92_zSakare_SENG3011_tgz-pJ8-test_runner_TestRunnerJ8/src/main/implementations/OrderbookImpl.java	!nullgtn
METHOD	Instrucoes.Instrucao	IChoice()	nan	nan	url9d1719148e_mrqsdavi_pegmachine_tgz-pJ8-peg_RegexJ8/src/Instrucoes/Instrucao.java	!nullgtn
FIELD	zz.imageweb.ImageInterface	nan	dirName	nan	url0d084b4168_zhourui392_BaiduPicDown_tgz-pJ8-org_json_TestJ8/src/zz/imageweb/ImageInterface.java	!nullgtn
FIELD	org.jgraph.example.GraphEd$MyMarqueeHandler	nan	start	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/example/GraphEd.java	!wpi
FIELD	scribe.thrift.scribe$Log_args	nan	messages	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/scribe/thrift/scribe.java	!nullgtn
METHOD	lib.json.CDL	rowToJSONArray(lib.json.JSONTokener)	nan	nan	urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/lib/json/CDL.java	!nullgtn
FIELD	expression.bean.value.ParamValue	nan	convertStr	nan	url3c955055f0_dirkzhang_antlr_expressionEngine_tgz-pJ8-expression_DirkExpTestJ8/src/expression/bean/value/ParamValue.java	!nullgtn
FIELD	net.dtkanov.blocks.circuit.Mux	nan	csNOT	nan	urlb534bf3fca_akademi4eg_aka_uvc_tgz-pJ8-net_dtkanov_blocks_core_AppCoreJ8/src/net/dtkanov/blocks/circuit/Mux.java	!annotator
METHOD	es.uc3m.eda.tree.IBSTNode	getRightChild()	nan	nan	url3ed4973106_kosmasK_RecordPlayer_tgz-pJ8-es_uc3m_recordplayer_test_TestJ8/src/es/uc3m/eda/tree/IBSTNode.java	!nullgtn
PARAMETER	org.json.CDL	toJSONArray(org.json.JSONArray,org.json.JSONTokener)	names	0	url675964e2b9_pentaho_pentaho_commons_json_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
PARAMETER	org.dclayer.net.interservice.InterserviceChannel	sendNetworkJoinNotice(int,org.dclayer.net.network.NetworkType,int)	networkType	1	url80e7c3d65d_sblit_dcl_tgz-pJ8-org_dclayer_DCLJ8/src/org/dclayer/net/interservice/InterserviceChannel.java	!nullgtn
METHOD	com.gengweibo.weibo.Response	getSignatureMethod()	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/com/gengweibo/weibo/Response.java	!nullgtn
FIELD	minewebsocket.org.java_websocket.client.WebSocketClient	nan	engine	nan	url6544f14c72_charles_d_burton_java_websocket_example_tgz-pJ8-minewebsocket_MineWebSocketJ8/src/minewebsocket/org/java_websocket/client/WebSocketClient.java	!annotator
METHOD	edu.usc.cs.nsl.indexing.TrieDS.Trie	addWord(java.lang.String,int)	nan	nan	urlfc1c29991b_nil_mish_InJava_tgz-pJ8-edu_usc_cs_nsl_indexing_test_TestTrieProtoJ8/src/edu/usc/cs/nsl/indexing/TrieDS/Trie.java	!nullgtn
FIELD	erilex.builder.RuleBuilder	nan	typeType	nan	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/builder/RuleBuilder.java	!nullgtn
PARAMETER	Deprecated.Trade	Trade(java.lang.String,java.sql.Date,java.lang.String,double,double,double,double,double,long,long,long,java.lang.String,double,java.sql.Date,java.lang.String,java.lang.String)	bidAsk	11	url4df616fce9_s3e0n1g1_prototype3_tgz-pJ8-Trading_Engine_MainJ8/src/Deprecated/Trade.java	!nullgtn
METHOD	de.measite.minidns.DNSMessage	getEdns()	nan	nan	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/DNSMessage.java	!nullgtn
METHOD	br.odb.open688.app.net.TelnetClientServer	getFileServer()	nan	nan	url6f0c51b1b4_TheFakeMontyOnTheRun_open688_tgz-pJ8-br_odb_open688_app_Open688ServerJ8/src/br/odb/open688/app/net/TelnetClientServer.java	!nullgtn
PARAMETER	erilex.codegen.Generator	en_d_L(erilex.codegen.TypingRule,erilex.codegen.Variable[],erilex.codegen.Type,erilex.codegen.TypeFunction)	vcons	3	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/codegen/Generator.java	!nullgtn
PARAMETER	org.msgpack.unpacker.StringAccept	acceptRaw(byte[])	raw	0	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/unpacker/StringAccept.java	!nullgtn
METHOD	net.jcores.jre.cores.CoreString$6	f(java.lang.String)	nan	nan	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/net/jcores/jre/cores/CoreString.java	!wpi
FIELD	com.fidelis.argface.ArgPattern	nan	help	nan	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/ArgPattern.java	!nullgtn
PARAMETER	agentes.jade.Monitor.Afericao	setQuantidade1(java.lang.Integer)	quantidade	0	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/agentes/jade/Monitor/Afericao.java	!nullgtn
METHOD	org.maltparser.parser.history.container.ActionContainer	getActionSymbol()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/parser/history/container/ActionContainer.java	!nullgtn
PARAMETER	jneat.Innovation	Innovation(jneat.NNode,jneat.NNode,int,double,jneat.Trait)	out	1	url8012c8d031_dmbb966_BBMS_tgz-pJ8-testbed_JNEATtestJ8/src/jneat/Innovation.java	!nullgtn
FIELD	xscript.compiler.tree.XTree$XTreeIssubclass	nan	type	nan	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/tree/XTree.java	!nullgtn
PARAMETER	com.mxgraph.view.mxGraph	addCells(java.lang.Object[],java.lang.Object,java.lang.Integer,java.lang.Object,java.lang.Object)	parent	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxGraph.java	!nullgtn
METHOD	risiko.board.util.boardAdapterFactory	createContinentAdapter()	nan	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/board/util/boardAdapterFactory.java	!nullgtn
METHOD	org.msgpack.template.builder.ArrayTemplateBuilder	loadTemplate(java.lang.reflect.Type)	nan	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/ArrayTemplateBuilder.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.feature.DistanceFeature	getAddressFunction2()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/feature/DistanceFeature.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.MappablePhraseStructureGraph	getNonTerminalNode(int)	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/MappablePhraseStructureGraph.java	!nullgtn
PARAMETER	xscript.object.XTypeData$TypeFunc	invoke(xscript.object.XRuntime,xscript.XExec,xscript.values.XValue,xscript.values.XValue[],java.util.List,java.util.Map)	thiz	2	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/object/XTypeData.java	!nullgtn
FIELD	org.zeromq.ZThread$ShimThread	nan	detachedRunnable	nan	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/org/zeromq/ZThread.java	!nullgtn
FIELD	pl.cc.real.RealAgent	nan	name	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/real/RealAgent.java	!nullgtn
METHOD	parse.exp.InfixExpressionParser	parseOperator(java.lang.String,int)	nan	nan	urlc8dbc7ce6e_dlubarov_guava_tgz-pJ8-MainJ8/src/parse/exp/InfixExpressionParser.java	!nullgtn
PARAMETER	com.mxgraph.io.mxObjectCodec	decode(com.mxgraph.io.mxCodec,org.w3c.dom.Node,java.lang.Object)	into	2	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/io/mxObjectCodec.java	!nullgtn
FIELD	de.jannlab.examples.tools.OnlineDiagram	nan	stroke	nan	url5997ccb760_JANNLab_JANNLab_tgz-pJ8-de_jannlab_examples_recurrent_SequentialXorExampleJ8/src/de/jannlab/examples/tools/OnlineDiagram.java	!annotator
FIELD	org.quartz.triggers.AbstractTrigger	nan	nextFireTime	nan	url7f729337e3_timmolter_Sundial_tgz-pJ8-org_knowm_sundial_SampleRunJ8/src/org/quartz/triggers/AbstractTrigger.java	!wpi
PARAMETER	de.odysseus.el.util.RootPropertyResolver	getType(javax.el.ELContext,java.lang.Object,java.lang.Object)	base	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/util/RootPropertyResolver.java	!nullgtn
FIELD	com.sdm.phr.bswabe.BswabePrv	nan	d	nan	urlc58f2e0b85_xoriole_CEAC_tgz-pJ8-com_sdm_phr_cpabe_CpabeTestJ8/src/com/sdm/phr/bswabe/BswabePrv.java	!nullgtn
FIELD	backend.step_out	nan	ob	nan	url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/step_out.java	!nullgtn
METHOD	algorithms.SimplexAlgorithm	getRq()	nan	nan	url2b9f720f64_jfimbett_QBnB_tgz-pJ8-tests_TestJ8/src/algorithms/SimplexAlgorithm.java	!nullgtn
METHOD	vsdk.toolkit.io.image.ImagePersistence	importRGBA(java.io.File)	nan	nan	url4aac7e6f55_simon0191_tetris3d_tgz-pJ8-Tetris3dJ8/src/vsdk/toolkit/io/image/ImagePersistence.java	!nullgtn
PARAMETER	erilex.builder.ExtendedExpressionBuilder	ExtendedExpressionBuilder(T,erilex.Production,boolean,java.lang.String,erilex.Grammar)	name	3	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/builder/ExtendedExpressionBuilder.java	!nullgtn
PARAMETER	org.json.JSONWriter	value(java.lang.Object)	o	0	url8be3f02398_vnamboo_LearnJava_tgz-pJ8-org_json_TestJ8/src/org/json/JSONWriter.java	!nullgtn
FIELD	com.hoten.delaunay.voronoi.nodename.as3delaunay.Triangle	nan	_sites	nan	url4c27590fbe_Hoten_Java_Delaunay_tgz-pJ8-com_hoten_delaunay_examples_TestDriverJ8/src/com/hoten/delaunay/voronoi/nodename/as3delaunay/Triangle.java	!nullgtn
METHOD	net.personaltt.timedomain.ActionStackDomain$ActionBase	applyOnBoundary(net.personaltt.timedomain.Interval)	nan	nan	urldee901fae6_DocX_personal_timetabling_tgz-pJ8-net_personaltt_main_BenchmarkJ8/src/net/personaltt/timedomain/ActionStackDomain.java	!nullgtn
PARAMETER	org.KonohaScript.KFunc	KFunc(java.lang.Object,java.lang.String,org.KonohaScript.KFunc)	prev	2	url901cc5721b_shidasan_KonohaCoffee_tgz-pJ8-org_KonohaScript_KonohaJ8/src/org/KonohaScript/KFunc.java	!nullgtn
PARAMETER	erilex.NonTerminal	NonTerminal(java.lang.String,java.lang.String,java.lang.String,erilex.Grammar)	name	2	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/NonTerminal.java	!nullgtn
METHOD	org.maltparser.core.flow.FlowChartInstance	getName()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/flow/FlowChartInstance.java	!nullgtn
PARAMETER	permlib.utilities.BTree	BTree(permlib.utilities.BTree,permlib.utilities.BTree)	left	0	urlc175f05cb8_mchllbrt_PermCode_tgz-pJ8-permlib_examples_UniversalSeparableJ8/src/permlib/utilities/BTree.java	!nullgtn
METHOD	in.mustafaak.izuna.actions.Circle	getPath(in.mustafaak.izuna.meta.WavePath)	nan	nan	urldae1c57e59_mustafaakin_izuna_mapeditor_tgz-pJ8-in_mustafaak_izuna_actions_ActionTestJ8/src/in/mustafaak/izuna/actions/Circle.java	!nullgtn
PARAMETER	nextgen.model.Element	Element(java.lang.String,java.lang.String,java.lang.String,nextgen.model.Package,nextgen.model.Element,java.util.ArrayList,java.util.ArrayList)	parent	4	urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8/src/nextgen/model/Element.java	!nullgtn
FIELD	Deprecated.Trade	nan	sellerBrokerId	nan	url4df616fce9_s3e0n1g1_prototype3_tgz-pJ8-Trading_Engine_MainJ8/src/Deprecated/Trade.java	!nullgtn
PARAMETER	com.jgraph.example.adapter.JGraphSQLBackend	sourceChanged(com.jgraph.example.adapter.JGraphAdapterModel,java.lang.Object,java.lang.Object,boolean)	source	2	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/example/adapter/JGraphSQLBackend.java	!nullgtn
FIELD	hobo.Util$AStarNode	nan	railway	nan	url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Util.java	!nullgtn
METHOD	org.msgpack.template.builder.beans.IndexedPropertyDescriptor	getIndexedPropertyType()	nan	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/beans/IndexedPropertyDescriptor.java	!nullgtn
METHOD	com.mxgraph.canvas.mxSvgCanvas	drawShape(int,int,int,int,java.util.Map)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/canvas/mxSvgCanvas.java	!nullgtn
FIELD	renders.SkyTexture	nan	camera	nan	urlc945a4be7c_dburggie_jatrace_tgz-pJ8-renders_EllipseJ8/src/renders/SkyTexture.java	!nullgtn
PARAMETER	javax.el.ValueExpression	setValue(javax.el.ELContext,java.lang.Object)	value	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/ValueExpression.java	!annotator
METHOD	net.madz.test.stochastic.core.DynamicCaseContext	getCaseName()	nan	nan	urlac20d257ff_zhongdj_Madz_Stochastic_tgz-pJ8-net_madz_test_stochastic_core_impl_DynamicDemoJ8/src/net/madz/test/stochastic/core/DynamicCaseContext.java	!nullgtn
METHOD	cscie97.common.squaredesk.Capacity	getSquareFootage()	nan	nan	urlcb91e63e47_alexGalushka_E97_Assignment3_tgz-pJ8-cscie97_asn3_test_TestDriverJ8/src/cscie97/common/squaredesk/Capacity.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.feature.ExistsFeature	getTableHandler()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/feature/ExistsFeature.java	!nullgtn
PARAMETER	jasl.ui.data.Stack	setPositionLabel(java.lang.String)	positionLabel	0	urlb3290c8e9e_craigonic_jasl_tgz-pJ8-DriverJ8/src/jasl/ui/data/Stack.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.headrules.HeadRules	getDefaultDirection(org.maltparser.core.syntaxgraph.node.NonTerminalNode)	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/headrules/HeadRules.java	!nullgtn
FIELD	com.usps.evs.vo.SampleHeader	nan	headerString	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/SampleHeader.java	!nullgtn
FIELD	entity.Concert	nan	dateTime	nan	url7507f7ef16_Neuro17_jsongkick_tgz-pJ8-jsongkick_AppJ8/src/entity/Concert.java	!nullgtn
METHOD	com.mxgraph.util.mxCurve	getCurveSection(java.lang.String,double,double)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/util/mxCurve.java	!nullgtn
FIELD	edu.luc.nmerge.mvd.diff.Diagonal	nan	right	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/diff/Diagonal.java	!wpi
METHOD	javax.el.BeanELResolver	findMethod(java.lang.Object,java.lang.String,java.lang.Class[],int)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/BeanELResolver.java	!annotator
PARAMETER	de.measite.minidns.recursive.RecursionState	recurse(java.net.InetAddress,de.measite.minidns.DNSMessage)	address	0	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/recursive/RecursionState.java	!nullgtn
METHOD	org.json.CDL	getValue(org.json.JSONTokener)	nan	nan	urld3c7d5e997_dku_rajkumar_java_api_for_amon_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
METHOD	org.zeromq.ZMsg	peekLast()	nan	nan	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/org/zeromq/ZMsg.java	!nullgtn
PARAMETER	org.json.CDL	toJSONArray(org.json.JSONArray,org.json.JSONTokener)	names	0	url8be3f02398_vnamboo_LearnJava_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
PARAMETER	com.googlecode.lanterna.terminal.text.UnixTerminal	UnixTerminal(java.io.InputStream,java.io.OutputStream,java.nio.charset.Charset,com.googlecode.lanterna.terminal.text.UnixTerminalSizeQuerier)	customSizeQuerier	3	url2114d537a2_ForNeVeR_lanterna_tgz-pJ8-com_googlecode_lanterna_test_gui_DifferentKindsOfListBoxesTestJ8/src/com/googlecode/lanterna/terminal/text/UnixTerminal.java	!nullgtn
METHOD	org.jgraph.graph.DefaultGraphCellEditor	getBorderSelectionColor()	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultGraphCellEditor.java	!nullgtn
